publishedAt,comment,sentiment_label
2025-01-07 04:30:40-05:00,I bought a brand new 4070 a month ago and now you're saying I could have gotten 4090 performance for the same price?,Neutral
2025-01-07 04:33:11-05:00,Bro I just bought the 4090 then this showed up,Neutral
2025-01-07 04:35:01-05:00,WE ARE HERE DOR THE 5000 SERIES LET S GOOO,Positive
2025-01-07 04:36:03-05:00,"$10,000 PC entertainment command center??.. what planet is he on... most buy an NVIDIA card after selling half their house.  Sorry but 8K gaming is stupid. It's not needed and everyone then has to buy monitors to cope with it.    As a consumer you can never win. As soon as the hardware gets faster, the software over-consumes it's ability and you still end up with slow clunky software or games.  They need to do some agreement that games have to pass some sort of guaranteed latency test when in the busiest part of their game to ensure the user's cards aren't being burnt out running at 100% all the time.  That goes for Windows too.. stop making windows do more and more crap because of the hardware.. make it do less and make it run faster!!",Negative
2025-01-07 04:36:54-05:00,Jensen rocking the Chris Jericho fit,Neutral
2025-01-07 04:39:43-05:00,incredible !,Positive
2025-01-07 04:39:48-05:00,"jensen is the most impressive and achieved human in history.  💚🖤📈🇺🇸 i could be wrong, but i’m not.",Positive
2025-01-07 04:40:04-05:00,i was at the keynote tonight,Neutral
2025-01-07 04:40:38-05:00,Who actually gives a crap about raytracing or AI? I think I'm going AMD next upgrade....and I never thought of doing that until seeing this video.,Negative
2025-01-07 04:41:14-05:00,"Joke, bullsh*t and lies...",Negative
2025-01-07 04:41:30-05:00,they need optimising their f game first,Neutral
2025-01-07 04:41:46-05:00,Artificial intelligence for frame generation and human intelligence for price generation .... 2000 dollar !!,Neutral
2025-01-07 04:42:03-05:00,Can't wait to see Jensens diamond studded jacket when he announces the RTX 60 series in 2027,Positive
2025-01-07 04:42:11-05:00,"Too expensive, bye bye. Hello AMD",Negative
2025-01-07 04:42:39-05:00,Watch the scalpers and bit farmers get in on this and make the GPU prices skyrocket once again,Negative
2025-01-07 04:42:43-05:00,"Far as I see buzz words, marketing and a coordinated effort is being made between GPU makers and game publishers to essentially phase out the art of doing more with less, gaming as we know it, at least in the AAA space is about to become the hobby of rich people reviewed by richer people.",Neutral
2025-01-07 04:42:55-05:00,400 more then 4090 is very hard... 25% more :-(  i had hope for 1699 dollar.,Negative
2025-01-07 04:44:52-05:00,How much vram 5060 will have?,Neutral
2025-01-07 04:46:23-05:00,Not so impressive like 1080ti presentation was,Negative
2025-01-07 04:46:24-05:00,10:32 he's malfunctioning,Negative
2025-01-07 04:46:44-05:00,What about the 5060 jensen,Neutral
2025-01-07 04:47:45-05:00,"If AMD prices the 9070 XT at $500, then its a flop if its equal to a 5070 in performance. Yea the 5070 has 4gb less vram but it has access to DLSS4 features. Not sure if FSR4 can even touch DLSS4",Negative
2025-01-07 04:47:47-05:00,of course it look good when they run everything with a maxed out 5090 that about 95% of us will never have the money to buy  :(,Negative
2025-01-07 04:47:57-05:00,6090 when,Neutral
2025-01-07 04:48:03-05:00,can it run crysis though ?,Neutral
2025-01-07 04:49:06-05:00,It's so good that it made me watch the beginning clip twice,Positive
2025-01-07 04:49:21-05:00,Can't wait to see a 6090.,Positive
2025-01-07 04:49:41-05:00,It’s the same thing I didn’t notice anything tf,Negative
2025-01-07 04:50:12-05:00,Is it a real video or AI generated?,Neutral
2025-01-07 04:50:14-05:00,After seeing 5090 price ever one got quite,Neutral
2025-01-07 04:50:34-05:00,I need a spruced up RGB third-party version RTX 5090 😎👍,Positive
2025-01-07 04:53:20-05:00,This is what we might need for Witcher 4,Neutral
2025-01-07 04:54:02-05:00,"The 70 serious laptops wont even need screens, all holographic displays with that sweet 1000 fps, 1080p lol",Positive
2025-01-07 04:54:37-05:00,Get that AI crap out of my face,Negative
2025-01-07 04:55:38-05:00,My dislike for the man is slowly turning into hate.,Negative
2025-01-07 04:56:37-05:00,Is Jensen OK? He really seemed lost and confused. 5070 matching 4090? Nah.,Negative
2025-01-07 04:59:18-05:00,I hope they limit people to only ordering one or two because I hate scalpers,Negative
2025-01-07 05:00:20-05:00,"5070 the speed of 4090?  And only probably with AI features like DLSS? Yeah guess what my 4070 can have the performance of 4090, too if I choose a far lower rendering resolution and use an Upscaler...  What a joke...  Plus 12 GB RAM, eh yes, try again with the 6k generation... 🤣",Neutral
2025-01-07 05:00:37-05:00,😮😮 but come to India after this amount will double😢,Negative
2025-01-07 05:02:26-05:00,bruh i just spent 1k on a 4070 ti super 2 days ago 😭,Negative
2025-01-07 05:02:42-05:00,And 1080p max res to watch this 😅,Positive
2025-01-07 05:03:51-05:00,"The 5090 will require a 1000w pcu, which for most will be an additional cost.",Neutral
2025-01-07 05:07:07-05:00,The prices arent as crazy as i thought they would be so ill probably go for a 5070ti to replace my 4070ti.,Positive
2025-01-07 05:08:01-05:00,"They really buttered us up with those leaks that the 5080 would be like $1600 just so we'd be relieved when they reveal it's ""only"" $1000",Negative
2025-01-07 05:09:36-05:00,I think i'll keep my 4090 for another 5-6 years if it lasts,Positive
2025-01-07 05:09:38-05:00,"People complain about NVIDIA that they  don't get as much performance as last generation, then complain the next generation is faster than last gens fastest, then complain NVIDIA GPU's are too expensive. All the people saying 5000 series was going to be super expensive were wrong and won't admit it. Tech YouTubers in meltdown.",Negative
2025-01-07 05:10:20-05:00,"Nvidia charged double price for less VRAM, AI models need lots of VRAM to run, at least 64GB for tiny model for useable at home use and development.",Neutral
2025-01-07 05:12:23-05:00,"RTX jacket, real time example of great path tracing on one jacket",Positive
2025-01-07 05:12:39-05:00,im gonna buy that 5070 ti,Neutral
2025-01-07 05:13:24-05:00,AI? for little amount of VRAM and NVlink DISABLED with 2X pricy.,Neutral
2025-01-07 05:15:20-05:00,Remember Better Graphics mean Better Lags and Better Less Optimization,Neutral
2025-01-07 05:15:43-05:00,A I will be skipping this generation.,Negative
2025-01-07 05:15:54-05:00,Yeah and they will release it with 8gb Vram... good job,Positive
2025-01-07 05:16:15-05:00,Sixteen times the detail !,Neutral
2025-01-07 05:16:40-05:00,"If you link 4 of them together, you can play Crysis at 30fps in VGA mode",Neutral
2025-01-07 05:19:19-05:00,Even the 100% specular jacket is RTX.,Neutral
2025-01-07 05:21:50-05:00,My god it’s the size of a laptop 😂😂😂😂,Neutral
2025-01-07 05:23:31-05:00,did anyone notice the sound effects are similar to a Michael bay transformers movie?,Neutral
2025-01-07 05:23:46-05:00,Now this beast will conquer the whole Gaming realm💀❤️‍🔥,Positive
2025-01-07 05:25:20-05:00,"1,599,- is way to much... It is ridiculous how Nvidia thinks this is a far price for normal people.. This is insane. A gaming computer these days, if you want to play upcomming games cost you uptowards 2,000 - 4,000 Dollars, this wont exactly make it cheaper. So tired of big corp greed, and greed in general.. Shit is overpriced and overhyped.",Negative
2025-01-07 05:25:28-05:00,Did he oil his jacket before the show? So shiny!,Positive
2025-01-07 05:27:06-05:00,He need 2 airplanes when he travels -one for him and one -for his jacket,Neutral
2025-01-07 05:28:14-05:00,all propaganda. all full of shit adversitement. there is no significant performance upgrade from rtx 10 series to 50 series. rtx 4060 still plays crysis 2 4k ultra on 20-30 fps. WITH DLSS ON!,Negative
2025-01-07 05:28:20-05:00,better then 4090 anyway,Neutral
2025-01-07 05:29:08-05:00,"I will hand it to Nvidia for shrinking the size of the 5090, but I’m upset they didn’t decide to redesign the founder’s edition cards. The 30 series looks like the 40 series which looks like the 50 series. That’s one of the reasons why I’m sticking with an ASUS ROG graphics card.",Negative
2025-01-07 05:29:12-05:00,Crysis 2 Theme Intensifies,Neutral
2025-01-07 05:29:26-05:00,Let's hope the scalpers don't tripple the prices this time.,Neutral
2025-01-07 05:30:36-05:00,5090 $4000 5080 $2200 5070 TI $1500 in Australia,Neutral
2025-01-07 05:31:55-05:00,Do they take fake money for the fake frames?,Negative
2025-01-07 05:31:57-05:00,me on 7 hours after upload 🤧 what a next generation gpu,Neutral
2025-01-07 05:31:58-05:00,"What a waste. If Concord released optimized with the RTX 5000 series, it might have been a great success. 🙂",Positive
2025-01-07 05:33:06-05:00,Bro is the elon musk of gaming industry.❤❤,Positive
2025-01-07 05:33:48-05:00,RTX5090 is $1600. Jacket is $5000,Neutral
2025-01-07 05:35:05-05:00,right in time for the bull market and gta 6,Neutral
2025-01-07 05:35:45-05:00,"Lol, from silky cloth material to denims?",Neutral
2025-01-07 05:35:56-05:00,Switch 3 in 2033 will be such a beast,Positive
2025-01-07 05:36:50-05:00,Why is he presenting a black object infront of a black background and a blak jacket in a dark room 😂,Neutral
2025-01-07 05:36:58-05:00,its fucking huge that's like the size of my case,Negative
2025-01-07 05:37:22-05:00,"Dejavu, no just bad editing for the video",Negative
2025-01-07 05:38:45-05:00,It is so hilarious the first AI part mistakenly played twice in the beginning it fits perfectly to the NVIDIA AI meme,Positive
2025-01-07 05:39:05-05:00,Ahhhh jensen jensen green goblin want to be number 1 spot on richest people in the world   Bro want that much money,Neutral
2025-01-07 05:39:41-05:00,"All that power that you can not use, all the spare resources that callback to nvidia for them to utilise at a lower cost to them,  you pay for the hardware and the power consumption, and they utilise your available, under utilised resources to perform calculations at home.  A bit like Folding / Mining but without your consent.",Negative
2025-01-07 05:39:47-05:00,"Alright, so why would a casual gamer even need one of these?  I just got a 4060ti and it is more than enough for my games.",Positive
2025-01-07 05:40:21-05:00,"Xaxa,they put 4090 chip in 5070 and sell it again",Neutral
2025-01-07 05:40:34-05:00,"I took a long time to collect my thoughts and wanted to buy myself a 4070 regular or Super version. After the announcement of the 5070 and its price, I changed my mind.",Neutral
2025-01-07 05:40:42-05:00,Thats not real time.,Neutral
2025-01-07 05:40:46-05:00,all this just to play star wars outlaws at 45 fps,Neutral
2025-01-07 05:41:10-05:00,I can't take anything. Trinity is saying here serious until she gets back into the matrix,Negative
2025-01-07 05:41:15-05:00,"What i don't get is that the euro has a lower worth compared to the dollar, on launch it says its suppose to be 999 dollars, so that is around 950/960 euro's or so. But the website here already says 1150 euro's, bruh...",Negative
2025-01-07 05:42:51-05:00,Bro I need it,Neutral
2025-01-07 05:42:54-05:00,I'm gona play so much 4k 144fps Roblox,Positive
2025-01-07 05:43:30-05:00,12:48  Yeah using your laptop as an oven makes a lot of sense....even ai can't save thermal throttling,Neutral
2025-01-07 05:43:59-05:00,I just bought a 4090 😢,Negative
2025-01-07 05:45:03-05:00,I just purchased a 4090 laptop!!!! 😫😫,Positive
2025-01-07 05:46:28-05:00,"Future mean : low power, smaller form factor, and cheaper, we still in halfway",Neutral
2025-01-07 05:46:40-05:00,Imagine the bluriness and shimmering when 90% of frames are AI generated,Neutral
2025-01-07 05:47:05-05:00,In future he is going to do the announcement in a Glass Jacket that reflects the audience reaction.,Neutral
2025-01-07 05:47:08-05:00,Call me when they can render that Jacket. That’s when I will be upgrading 😂,Neutral
2025-01-07 05:48:10-05:00,"Everyone’s talking about the rtx 5090, while I just got rid of the ancient quadro k5000 for the rtx 3060 😂",Neutral
2025-01-07 05:48:22-05:00,we got GPU from Blackwater ,Neutral
2025-01-07 05:48:53-05:00,1080p resolution ok.,Neutral
2025-01-07 05:49:05-05:00,549 for 4090 performance!!!,Positive
2025-01-07 05:50:43-05:00,The skin looks terrible There is no SSS obviously.,Negative
2025-01-07 05:50:53-05:00,my pc cant even handle this yt video🦁,Negative
2025-01-07 05:52:17-05:00,"by the time rtx 70 series comes out, the only thing game developers gotta do is just come up with a name for their games.... because AI will do everything else for them. sadly.",Neutral
